Order ID,order_date,ship_date,ship_mode,customer_id,country_customer,city_customer,state_customer,postal_code_customer,division,region_customer,product_id,product_name,sales,units,gross_profit,cost,lead_time,factory,lat_factory,long_company,city_company,state_company,country_company
CA-2021-125388-OTH-LIC-15000,2024-10-19,2027-04-15,Standard Class,125388,canada,montreal,quebec,H1A,Other,atlantic,OTH-LIC-15000,lickable wallpaper,60.0,3,30.0,30.0,9,secret factory,41.446333,-90.565487,moline,il,usa
CA-2021-126438-CHO-TRI-54000,2024-09-10,2027-03-06,First Class,126438,canada,montreal,quebec,H1C,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-126634-CHO-FUD-51000,2024-12-20,2027-06-14,Second Class,126634,canada,vancouver,british columbia,V5K,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-129322-CHO-FUD-51000,2024-08-08,2027-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-129322-CHO-SCR-58000,2024-08-08,2027-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-129322-CHO-TRI-54000,2024-08-08,2027-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,26.25,7,17.15,9.1,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-131807-CHO-FUD-51000,2024-10-05,2027-04-02,Standard Class,131807,canada,edmonton,alberta,T5A,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-131807-CHO-MIL-31000,2024-10-05,2027-04-02,Standard Class,131807,canada,calgary,alberta,T1Y,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-131807-CHO-SCR-58000,2024-10-05,2027-04-02,Standard Class,131807,canada,edmonton,alberta,T5A,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-131807-CHO-TRI-54000,2024-10-05,2027-04-02,Standard Class,131807,canada,edmonton,alberta,T5A,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,15.0,4,9.8,5.2,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-131807-OTH-LIC-15000,2024-10-05,2027-04-02,Standard Class,131807,canada,calgary,alberta,T1Y,Other,pacific,OTH-LIC-15000,lickable wallpaper,100.0,5,50.0,50.0,9,secret factory,41.446333,-90.565487,moline,il,usa
CA-2021-132339-CHO-TRI-54000,2024-08-19,2027-02-13,Standard Class,132339,canada,montreal,quebec,H1B,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-139675-CHO-MIL-31000,2024-03-13,2026-09-08,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-139675-CHO-SCR-58000,2024-03-13,2026-09-08,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-141531-CHO-MIL-31000,2024-12-29,2027-06-25,Standard Class,141531,canada,quebec city,quebec,G1B,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,22.75,7,14.77,7.98,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-143500-CHO-SCR-58000,2024-12-30,2027-06-26,Standard Class,143500,canada,charlottetown,prince edward island,C0A,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-146626-CHO-SCR-58000,2024-12-29,2027-06-28,Standard Class,146626,canada,st johns,newfoundland and labrador,A0A,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,18.0,5,12.5,5.5,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-151799-CHO-MIL-31000,2024-12-14,2027-06-10,Standard Class,151799,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,19.5,6,12.66,6.84,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-151799-CHO-SCR-58000,2024-12-14,2027-06-10,Standard Class,151799,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,21.6,6,15.0,6.6,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-152443-CHO-FUD-51000,2024-05-21,2026-11-16,Standard Class,152443,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,21.6,6,14.4,7.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-152443-CHO-MIL-31000,2024-05-21,2026-11-16,Standard Class,152443,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,32.5,10,21.1,11.4,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-153623-CHO-SCR-58000,2024-11-24,2027-05-28,Standard Class,153623,canada,st johns,newfoundland and labrador,A0A,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,28.8,8,20.0,8.8,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-153738-CHO-SCR-58000,2024-09-20,2027-03-15,First Class,153738,canada,toronto,ontario,M2N,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,21.6,6,15.0,6.6,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-160325-CHO-NUT-13000,2024-09-24,2027-03-17,Same Day,160325,canada,montreal,quebec,H1C,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,17.450000000000003,5,12.45,5.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-166086-CHO-MIL-31000,2024-05-07,2026-11-02,Standard Class,166086,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,22.75,7,14.77,7.9799999999999995,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-166086-CHO-NUT-13000,2024-05-07,2026-11-02,Standard Class,166086,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-166086-CHO-SCR-58000,2024-05-07,2026-11-02,Standard Class,166086,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-166695-CHO-FUD-51000,2024-05-20,2026-11-14,Standard Class,166695,canada,vancouver,british columbia,V6Z,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-166695-CHO-SCR-58000,2024-05-20,2026-11-14,Standard Class,166695,canada,vancouver,british columbia,V6Z,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,28.8,8,20.0,8.8,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2021-166695-CHO-TRI-54000,2024-05-20,2026-11-14,Standard Class,166695,canada,vancouver,british columbia,V6Z,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,3.75,1,2.45,1.3,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2021-184712-CHO-TRI-54000,2024-06-18,2026-12-11,Second Class,184712,canada,halifax,nova scotia,B3H,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-112224-CHO-MIL-31000,2024-12-02,2028-05-28,Standard Class,112224,canada,halifax,nova scotia,B3H,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-115238-CHO-FUD-51000,2024-01-21,2027-07-17,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,21.6,6,14.4,7.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-115238-CHO-MIL-31000,2024-01-21,2027-07-17,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,35.75,11,23.21,12.540000000000001,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-115238-CHO-TRI-54000,2024-01-21,2027-07-17,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-119508-CHO-FUD-51000,2024-12-04,2028-05-31,Standard Class,119508,canada,vancouver,british columbia,V6B,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,14.4,4,9.6,4.8,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-119508-CHO-NUT-13000,2024-12-04,2028-05-31,Standard Class,119508,canada,vancouver,british columbia,V6B,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-129322-CHO-FUD-51000,2024-08-08,2028-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-129322-CHO-SCR-58000,2024-08-08,2028-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-129322-CHO-TRI-54000,2024-08-08,2028-01-31,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,3.75,1,2.45,1.3,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-132548-CHO-MIL-31000,2024-05-07,2027-11-02,Standard Class,132548,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-132548-CHO-NUT-13000,2024-05-07,2027-11-02,Standard Class,132548,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,17.45,5,12.45,5.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-132548-CHO-SCR-58000,2024-05-07,2027-11-02,Standard Class,132548,canada,toronto,ontario,M3C,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,18.0,5,12.5,5.5,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-139675-CHO-MIL-31000,2024-03-13,2027-09-08,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-139675-CHO-SCR-58000,2024-03-13,2027-09-08,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-145154-CHO-TRI-54000,2024-12-02,2028-05-28,Standard Class,145154,canada,moncton,new brunswick,E1A,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-150547-CHO-MIL-31000,2024-03-21,2027-09-16,Standard Class,150547,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,3.25,1,2.11,1.14,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-152681-CHO-MIL-31000,2024-01-17,2027-07-15,Standard Class,152681,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2022-153071-CHO-FUD-51000,2024-09-08,2028-03-04,Standard Class,153071,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-153738-CHO-SCR-58000,2024-09-20,2028-03-14,First Class,153738,canada,toronto,ontario,M2N,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-154124-CHO-NUT-13000,2024-12-02,2028-05-28,Standard Class,154124,canada,moncton,new brunswick,E1A,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,24.43,7,17.43,7.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-154231-CHO-FUD-51000,2024-10-19,2028-04-15,Standard Class,154231,canada,vancouver,british columbia,V6G,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-155586-CHO-NUT-13000,2024-12-12,2028-06-07,Second Class,155586,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-155586-CHO-SCR-58000,2024-12-12,2028-06-07,Second Class,155586,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2022-158792-CHO-FUD-51000,2024-12-26,2028-06-24,Standard Class,158792,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-108735-CHO-TRI-54000,2025-04-17,2028-10-11,Standard Class,108735,canada,vancouver,british columbia,V6E,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-111254-CHO-NUT-13000,2025-12-02,2029-05-28,Standard Class,111254,canada,moncton,new brunswick,E1A,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,24.43,7,17.43,7.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-112109-CHO-MIL-31000,2025-07-08,2029-01-01,Standard Class,112109,canada,winnipeg,manitoba,R0H,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-112109-CHO-TRI-54000,2025-07-08,2029-01-01,Standard Class,112109,canada,winnipeg,manitoba,R0H,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,33.75,9,22.05,11.7,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-115238-CHO-FUD-51000,2025-01-21,2028-07-16,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,21.6,6,14.4,7.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-115238-CHO-MIL-31000,2025-01-21,2028-07-16,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,35.75,11,23.21,12.540000000000001,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-115238-CHO-TRI-54000,2025-01-21,2028-07-16,Standard Class,115238,canada,toronto,ontario,M7A,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-115483-CHO-SCR-58000,2025-03-19,2028-09-10,Second Class,115483,canada,quebec city,quebec,G1B,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,3.6,1,2.5,1.1,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-119508-CHO-FUD-51000,2025-12-04,2029-05-31,Standard Class,119508,canada,vancouver,british columbia,V6B,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-119508-CHO-NUT-13000,2025-12-04,2029-05-31,Standard Class,119508,canada,vancouver,british columbia,V6B,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,20.94,6,14.94,6.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-121465-CHO-MIL-31000,2025-06-12,2028-12-07,Standard Class,121465,canada,charlottetown,prince edward island,C0A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-121465-CHO-NUT-13000,2025-06-12,2028-12-07,Standard Class,121465,canada,charlottetown,prince edward island,C0A,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,17.45,5,12.45,5.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-121465-CHO-SCR-58000,2025-06-12,2028-12-07,Standard Class,121465,canada,charlottetown,prince edward island,C0A,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-124574-CHO-TRI-54000,2025-12-02,2029-05-28,Standard Class,124574,canada,moncton,new brunswick,E1A,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-124626-CHO-SCR-58000,2025-12-10,2029-06-06,Standard Class,124626,canada,st johns,newfoundland and labrador,A0A,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,28.8,8,20.0,8.8,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-125724-CHO-MIL-31000,2025-09-22,2029-03-19,Standard Class,125724,canada,regina,saskatchewan,S0G,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-126627-CHO-FUD-51000,2025-10-10,2029-04-03,First Class,126627,canada,winnipeg,manitoba,R3R,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-126627-CHO-MIL-31000,2025-10-10,2029-04-03,First Class,126627,canada,winnipeg,manitoba,R3R,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,3.25,1,2.11,1.14,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-129322-CHO-FUD-51000,2025-08-08,2029-01-30,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-129322-CHO-SCR-58000,2025-08-08,2029-01-30,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-129322-CHO-TRI-54000,2025-08-08,2029-01-30,Second Class,129322,canada,toronto,ontario,M5H,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,26.25,7,17.15,9.1,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-133541-CHO-MIL-31000,2025-12-02,2029-05-28,Standard Class,133541,canada,halifax,nova scotia,B3H,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-135480-CHO-MIL-31000,2025-12-15,2029-06-13,Standard Class,135480,canada,quebec city,quebec,G1B,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,22.75,7,14.77,7.98,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-136547-CHO-MIL-31000,2025-06-18,2028-12-12,Standard Class,136547,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-139675-CHO-MIL-31000,2025-03-13,2028-09-07,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-139675-CHO-SCR-58000,2025-03-13,2028-09-07,Second Class,139675,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-141082-CHO-FUD-51000,2025-12-09,2029-06-04,Standard Class,141082,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-153738-CHO-SCR-58000,2025-09-20,2029-03-14,First Class,153738,canada,toronto,ontario,M2N,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,21.6,6,15.0,6.6,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-155412-CHO-MIL-31000,2025-01-17,2028-07-14,Standard Class,155412,canada,montreal,quebec,H1A,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,13,wicked choccys,32.076176,-81.088371,savannah,ga,usa
CA-2023-155586-CHO-NUT-13000,2025-12-12,2029-06-07,Second Class,155586,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
CA-2023-155586-CHO-SCR-58000,2025-12-12,2029-06-07,Second Class,155586,canada,calgary,alberta,T2C,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,18.0,5,12.5,5.5,13,lots o nuts,32.881893,-111.768036,casa grande,az,usa
